backend,control_type,style_id_checked_against,image_path,raw_extraction_json,mean_score
florence2,positive,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0800691008.jpg,"{""product_type"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black."", ""colour_family"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black."", ""graphical_treatment"": ""The image is of a black t-shirt with a round neckline and short sleeves. It appears to be made of a soft, textured fabric with a ribbed texture. The shirt is laid flat on a plain white background. There is a small white label on the front of the shirt with the brand name \""J.Crew\"" written in black.""}",0.5666666666666667
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0873276004.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable.""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0873276004.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neckline and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a ribbed texture. The neckline is cinched at the waist with a small bow, creating a flattering silhouette. The sleeves are slightly flared at the ends, giving the sweater a relaxed and casual look. The overall style of the sweater is loose-fitting and comfortable.""}",0.0
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0795975004.jpg,"{""product_type"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white.""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0795975004.jpg,"{""product_type"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white."", ""colour_family"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white."", ""graphical_treatment"": ""The image is of a beige-colored long-sleeved cardigan sweater. The cardigan has a V-neckline and is made of a ribbed knit fabric. It has a button-down front with three gold-colored buttons. The sleeves are long and the cardigan appears to be relaxed and comfortable. The background is plain white.""}",0.0
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0873274002.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable.""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0873274002.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable."", ""colour_family"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a high neck and long sleeves. The sweater appears to be made of a soft, knitted fabric and has a relaxed fit. The neckline is high and the sleeves are slightly flared at the shoulders. The hemline of the sweater is slightly longer than the waistline and falls below the hips. The overall style of the outfit is casual and comfortable.""}",0.0
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0790645005.jpg,"{""product_type"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white."", ""colour_family"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white."", ""graphical_treatment"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white.""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0790645005.jpg,"{""product_type"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white."", ""colour_family"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white."", ""graphical_treatment"": ""The image is of a long-sleeved, round-necked sweater in a light beige color. The sweater has a ribbed texture and appears to be made of a soft, textured fabric. It has a round neckline and long sleeves. The front of the sweater is plain and has a small white label with the brand name \""J.Crew\"" written on it. The background is plain white.""}",0.0
florence2,positive,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0842302001.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out."", ""colour_family"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out.""}",0.5666666666666667
florence2,negative,Ladieswear || T-shirt || Jersey Basic || Black || Solid,data\images\0842302001.jpg,"{""product_type"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out."", ""colour_family"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out."", ""graphical_treatment"": ""The image is of a beige-colored sweater with a V-neck. The sweater has a round neckline and long sleeves. It appears to be made of a soft, knitted fabric and has a relaxed fit. The color of the sweater is a warm, earthy brown. The background is plain white, making the sweater stand out.""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0734435004.jpg,"{""product_type"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out."", ""colour_family"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out."", ""graphical_treatment"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out.""}",0.5666666666666667
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0734435004.jpg,"{""product_type"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out."", ""colour_family"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out."", ""graphical_treatment"": ""The image is of a red dress. The dress has a round neckline with a tie detail at the neckline. It has short sleeves with ruffled details on the shoulders. The skirt of the dress is gathered at the waist and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The background is plain white, making the dress stand out.""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0868762002.jpg,"{""product_type"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant"", ""colour_family"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant"", ""graphical_treatment"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant""}",0.5666666666666667
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0868762002.jpg,"{""product_type"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant"", ""colour_family"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant"", ""graphical_treatment"": ""The image is of a red dress with a round neckline and short sleeves. The dress is made of a lightweight fabric and has a flowy silhouette. It has a tie waist at the waist, creating a flattering silhouette. The waistline is cinched with a thin belt, adding a touch of elegance to the dress. The sleeves are slightly flared at the shoulders, giving the dress a feminine and feminine look. The color of the dress is a bright, vibrant""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0861848004.jpg,"{""product_type"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding"", ""colour_family"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding"", ""graphical_treatment"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding""}",0.5666666666666667
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0861848004.jpg,"{""product_type"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding"", ""colour_family"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding"", ""graphical_treatment"": ""The image is of a red dress with a square neckline and short sleeves. The dress has a button-down front with a tie at the waist, creating a flattering silhouette. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and flowy, with a subtle sheen. The sleeves are gathered at the shoulders, giving the dress a feminine and feminine look. The waistline is cinched with a belt, adding""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0822158003.jpg,"{""product_type"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day"", ""colour_family"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day"", ""graphical_treatment"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day""}",0.5666666666666667
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0822158003.jpg,"{""product_type"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day"", ""colour_family"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day"", ""graphical_treatment"": ""The image is of a red dress with a V-neckline and short sleeves. The dress is made of a shiny, satin-like fabric and has a flowy skirt that falls below the knees. The waistline is cinched with a thin belt, creating a flattering silhouette. The sleeves are slightly flared at the shoulders, giving the dress a feminine and elegant look. The fabric appears to be lightweight and flowy, making it perfect for a summer day""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0891532002.jpg,"{""product_type"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen"", ""colour_family"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen"", ""graphical_treatment"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen""}",0.2833333333333333
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0891532002.jpg,"{""product_type"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen"", ""colour_family"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen"", ""graphical_treatment"": ""The image is of a long, flowy dress in a coral pink color. The dress has a deep V-neckline with a tie detail at the neckline, creating a flattering silhouette. The waistline is cinched with a thin belt, and the dress has short, ruffled sleeves on the shoulders. The skirt of the dress is full and flows down to the floor. The fabric appears to be lightweight and flowy, with a subtle sheen""}",0.0
florence2,positive,Ladieswear || Dress || Dresses Ladies || Red || Solid,data\images\0844799001.jpg,"{""product_type"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white."", ""colour_family"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white."", ""graphical_treatment"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white.""}",0.5666666666666667
florence2,negative,Ladieswear || Sweater || Knitwear || Beige || Melange,data\images\0844799001.jpg,"{""product_type"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white."", ""colour_family"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white."", ""graphical_treatment"": ""The image is of a red dress. The dress has a round neckline with a V-neckline and short sleeves. The waistline is cinched with a silver belt. The skirt of the dress is flared and falls below the knees. The fabric appears to be lightweight and has a subtle sheen. The background is plain white.""}",0.0
