case,stratum,attempt,run,parsed,ref_verdict,ref_outcome,ref_next_agent,ref_adjust,llm_verdict,llm_outcome,llm_next_agent,llm_adjust,verdict_ok,outcome_ok,hop_ok,adjust_ok,reason
wrong_32,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed, so this is a REJECT (Gates 1 and 1b passed and the clone control is valid). With retry count 0 of 2, the orchestrator relays the retry to concept-designer. Attribute fidelity, briefed changes and the reference-similarity floor all missed together, which points to a systematic fault rather than a one-off sampling artifact, so the critic adjusts ip_adapter_scale rather than the seed."
wrong_32,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control valid), so nothing is unmeasured and the verdict is REJECT. Retry count is 0 of 2, and the failures are systematic rather than a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_32,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Gates 1 and 1b passed, so the concept is not too close to the references. It is drifting from them: no reference is close enough and the briefed attributes are not visible. That points to a systematic fault, not a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale (likely higher, to pull it toward the references). This is attempt 1 with retry count 0 of 2, so the orchestrator relays the retry to concept-designer."
wrong_33,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, so the concept is rejected. Gates 1 and 1b passed, so the concept is not too close to the references; failing the integrity floor and both attribute checks together points to a systematic miss rather than a one-off sampling artifact, so I'm adjusting ip_adapter_scale, not the seed. This is retry 0 of 2, so the orchestrator relays the adjusted parameter to concept-designer."
wrong_33,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. It is attempt 1 with no retries used, so the critic sends back an adjusted ip_adapter_scale (the Gate 2/3 misses are not a one-off seed artifact) and the orchestrator relays it to concept-designer."
wrong_33,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed and the clone control is valid), so this is a REJECT. Because the misses are consistent across integrity, attribute fidelity and briefed changes rather than a one-off seed artifact, the critic sends back an adjusted ip_adapter_scale. This is attempt 1 of 3, so retries remain and the orchestrator relays the retry to concept-designer."
wrong_34,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, and the clone control validated 1b), so this is a definite REJECT. Retry 0 of 2 is used and the failure pattern (too far from the references, attributes and briefed changes not visible) is systematic rather than a one-off seed artifact, so the critic sends a changed ip_adapter_scale back to concept-designer via the orchestrator."
wrong_34,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all failed, while Gates 1 and 1b passed with a valid clone control. That pattern means the concept drifted from the style rather than copying it, and nothing suggests a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale. This is attempt 1 with retry count 0, so retries remain and the orchestrator relays the retry to concept-designer."
wrong_34,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed with a valid clone control), so this is a systematic miss rather than a one-off sampling artifact. This is attempt 1 with retries remaining, so the critic sends a different ip_adapter_scale back to concept-designer through the orchestrator."
wrong_35,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor and Gate 2 attribute fidelity both failed (pass: false), so this is a definite REJECT, even though Gates 1, 1b (clone control valid) and 3 passed. This is attempt 1 of 3 with 2 retries left. Two failures pointing at drift from the reference style, with no evidence of a one-off seed artifact, call for a different ip_adapter_scale, relayed to concept-designer via the orchestrator."
wrong_35,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor and Gate 2 both definitely failed, so the verdict is REJECT. Both failures point to the image drifting from the reference style rather than a one-off sampling artifact, so I'm adjusting ip_adapter_scale. This is attempt 1 with retries remaining, so the orchestrator relays it to concept-designer."
wrong_35,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor and Gate 2 attribute fidelity both failed (Gate 1, 1b with a valid clone control, and Gate 3 passed), so the concept is a definite REJECT. It is attempt 1 with 0 of 2 retries used, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. I chose scale over seed because the Gate 2 failure is a scale-type miss, and there is no evidence that sibling seeds clear the integrity floor."
wrong_36,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor and Gate 2 attribute fidelity both failed (gate 1, 1b and 3 passed), so the concept has drifted from the style. This is a systematic fidelity miss rather than a one-off seed artifact, since there is no evidence that sibling seeds clear the floor. Retry 1 of 2 goes back to concept-designer with an adjusted ip_adapter_scale."
wrong_36,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor and Gate 2 attribute fidelity both definitively failed, so the concept is rejected. Both failures show the image drifting from the style, and no sibling-seed evidence points to a one-off sampling artifact. With retry count 0 (2 retries left), the critic sends back a changed ip_adapter_scale, and the orchestrator relays it to concept-designer."
wrong_36,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor and Gate 2 attribute fidelity both definitely failed, and every gate was measured (the clone control failed as required). Gates 1, 1b and 3 passed, so the concept drifts from the style rather than copying it. That points to a systematic miss, not a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale. This is attempt 0 of a 2-retry cap, so it retries rather than escalating."
wrong_37,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, while Gates 1 and 1b passed and the clone control is valid, so this is a real REJECT. It is attempt 1 of 3 (retry count 0), so the orchestrator relays a retry to concept-designer. The joint integrity, attribute-fidelity and briefed-change failures point to a systematic drift from the reference style rather than a one-off seed artifact, so the critic adjusts ip_adapter_scale."
wrong_37,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT even though Gates 1 and 1b passed, and the clone control validated Gate 1b. This is attempt 0, so 2 retries remain. The concept drifts from the reference, with attributes and briefed changes missing, so a seed change alone is unlikely to fix it. The critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_37,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed, with a valid clone control). This is attempt 0 of a 2-retry budget, so it is a REJECT with a retry. The image drifted from the style's attributes and the briefed changes, and nothing suggests a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_38,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitively failed, so the verdict is REJECT. This is attempt 0, so 2 retries remain. Gate 2 and Gate 3 also failed, which points to systematic drift from the style and not a one-off seed artifact. Gates 1 and 1b pass with the clone control validated, so there is headroom to raise ip_adapter_scale, and the critic sends that adjustment back to concept-designer via the orchestrator."
wrong_38,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 each definitively failed (pass: false), so this is a REJECT. Gates 1 and 1b passed and the clone control is valid, so nothing is unmeasured. Retry count is 0 of 2. The concept drifted from the reference and lost the briefed and visible attributes, which points to a systematic problem rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_38,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, and the clone control was validated), so this is a definite REJECT with no unmeasured gate. Since three gates failed together rather than a lone integrity miss, this looks like a systematic drift from the style and not a one-off sampling artifact. This is attempt 0 of a maximum of 2 retries, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_39,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, while Gates 1 and 1b passed with a valid clone control. That is a systematic miss on fidelity and briefed changes, not a one-off seed artifact, so with retry 0 of 2 the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_39,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Gate 1 and 1b passed, but the global integrity floor, Gate 2 and Gate 3 all failed definitively. That points to a systematic miss (the image is too far from the references, and the attributes and briefed changes are not visible) rather than a one-off seed artifact. This is attempt 1 with retry count 0, so retries remain, and the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_39,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed), so this is a definite REJECT. It is attempt 1 with retries remaining, so it is not FAILED. Failing several gates at once looks like a systematic miss rather than a one-off sampling artifact, so I am adjusting ip_adapter_scale instead of the seed. The orchestrator relays this to concept-designer."
wrong_40,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, and the clone control is valid), so this is a REJECT with 0 of 2 retries used. Because fidelity, briefed changes and integrity all failed together, this is not a one-off sampling artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer through the orchestrator."
wrong_40,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all definitively failed, so the verdict is REJECT. This is attempt 0 of a 2-retry budget, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. Failing on both fidelity and integrity points to weak adherence to the reference, not a one-off seed artifact, and no sibling-seed evidence suggests otherwise."
wrong_40,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The global integrity floor, Gate 2 and Gate 3 all definitely failed, and Gate 1 and Gate 1b (with a valid clone control) passed, so the concept sits too far from its references rather than too close. Several gates missing together points to a systematic fault, not a one-off sampling artifact, so the critic sends back a different ip_adapter_scale (raised, to pull the concept closer to the references). This is retry 0 of 2, so the orchestrator relays it to concept-designer."
wrong_41,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Gate 1 and 1b passed, so the image is novel enough but drifted from the style. Because attribute fidelity and briefed changes failed along with the integrity floor, this is not a one-off sampling artifact. Retry count is 0 of 2, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_41,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (pass: false), so this is a REJECT. The three failures together suggest the image drifted from the reference and the briefed changes, not a one-off seed artifact. This is attempt 0 with retries remaining, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_41,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control valid), so nothing is unmeasured and this is a REJECT. Retry count is 0 of 2, and the failure is systematic rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale via the orchestrator to concept-designer."
wrong_42,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 definitely failed, so this is a REJECT. The retry count is 0 of 2, so it goes back for a retry. The concept drifts from the reference (integrity floor miss) and misses the attributes and briefed changes. Gates 1 and 1b pass, so there is room to adjust ip_adapter_scale. A seed change is not indicated because there is no evidence of a one-off sampling artifact."
wrong_42,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed, so the concept is rejected. This is attempt 1 with 2 retries left, and Gates 1 and 1b passed with a validated clone control. The pattern is a systematic drift from the style's attributes, not a one-off seed artifact, and there is no evidence that sibling seeds clear the integrity floor. So the critic sends back an adjusted ip_adapter_scale (raised for stronger reference adherence) via the orchestrator."
wrong_42,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is rejected. Gates 1 and 1b passed, and the clone control failed as required, so they are validated. This is attempt 1 with retries remaining (retry count 0 of 2). The failures are not an isolated integrity miss on one seed, since Gate 2 and Gate 3 also failed and there is no sibling-seed evidence, so the critic sends back an adjusted ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_43,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is REJECTED. It is attempt 1 with retries remaining, so the critic sends back a different ip_adapter_scale (likely higher, to pull the image closer to the references) via the orchestrator to concept-designer. Gates 1 and 1b passed, so the image isn't too close to any reference. The misses on integrity, attribute fidelity and briefed changes together point to a systematic drift from the reference style rather than a one-off seed artifact."
wrong_43,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitively failed, so this is a REJECT. Nothing is unmeasured: Gate 1b's clone control failed as required, so it is validated. This is attempt 1 with retries remaining, so it is not FAILED. Gates 2 and 3 failing alongside integrity points to a systematic miss (too little reference and brief adherence) rather than a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_43,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT and not INCONCLUSIVE. Gates 1 and 1b passed with a valid clone control, so there is novelty headroom. The failures point to a systematic drift from the style's attributes and the briefed changes rather than a one-off seed artifact, so with 0 of 2 retries used the critic sends back an adjusted ip_adapter_scale through the orchestrator to concept-designer."
wrong_44,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 (attribute fidelity) and Gate 3 (briefed changes visible) all definitively failed, so this is a REJECT. It is attempt 1 with retry count 0, so retries remain. Because fidelity and briefed-change misses failed together with the integrity floor, this is not a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (not a new seed), relayed to concept-designer by the orchestrator."
wrong_44,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed, while Gates 1 and 1b passed. The concept is too far from the real references and lost the style's attributes and briefed changes, which is a systematic miss rather than a one-off seed artifact. This is attempt 1 with retries remaining, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_44,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, while Gate 1 and Gate 1b passed and the clone control validated, so the gates are measured and the concept drifted too far from the style rather than being a one-off seed artifact. Retry 1 of 2 goes back to concept-designer with a different ip_adapter_scale (likely higher, to hold the reference style more closely)."
wrong_45,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, with the clone control valid), so this is a REJECT. Nothing is unmeasured. With three gates failing together it looks systematic rather than a one-off seed artifact, and this is attempt 1 with retries remaining (0 of 2 used), so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_45,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT with no unmeasured gates. It is attempt 1 with retry count 0, so the retry budget remains. Gate 1 and 1b pass with headroom while the concept is too far from the references and misses the attributes and briefed changes. That is a systematic miss rather than a one-off sampling artifact, so the critic sends back an adjusted ip_adapter_scale (raised), relayed to concept-designer by the orchestrator."
wrong_45,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all failed, so the concept is REJECTED. Gates 1 and 1b passed, so it is not a clone. Because the image drifted from the style and the briefed changes and attributes are missing, this is not a one-off seed artifact. This is attempt 1 with retries remaining, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_46,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed while Gates 1 and 1b passed (with a valid clone control). The concept has drifted from the style's look and lacks the briefed attributes. Three gates failing together points to a systematic under-conditioning problem rather than a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale (retry 1 of 2) back to concept-designer via the orchestrator."
wrong_46,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, while Gates 1 and 1b passed with a validated clone control. Several gates failing together points to a systematic reference-adherence problem rather than a one-off seed artifact, so the critic sends back a different ip_adapter_scale. This is attempt 0 of a 2-retry budget, so the orchestrator relays the retry to concept-designer and does not forward to the human check."
wrong_46,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all failed (gate 1 and 1b passed, and the clone control validated 1b), so this is a definite REJECT. It is attempt 0 of 3, so a retry is allowed. The concept sits too far from the references and misses the attributes and briefed changes. That points to weak reference conditioning, not a one-off seed artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator."
wrong_47,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed (Gates 1 and 1b passed, with the clone control validated), so this is a REJECT. It is attempt 0 of the 2-retry cap, so the critic sends back an adjusted ip_adapter_scale (raise it, since the concept is too far from the references). A seed change alone would not fix a multi-gate miss, and only an isolated integrity miss would suggest a one-off sampling artifact."
wrong_47,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitively failed (pass: false), and the clone control validated Gate 1b, so nothing is unmeasured. This is attempt 1 with the retry budget of 2 unused, and Gates 2 and 3 failing alongside the integrity floor points to a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale and the orchestrator relays it to concept-designer."
wrong_47,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitely failed, so the concept is REJECTED even though Gates 1 and 1b pass. This is retry count 0 of 2, so the orchestrator relays a retry to concept-designer. Failing on several gates at once, with no evidence of a single-seed artifact, points to a systematic miss on the reference/attribute pull, so the critic adjusts ip_adapter_scale rather than the seed."
wrong_48,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. It is attempt 0 of a 2-retry budget, so the critic sends a retry to concept-designer via the orchestrator. Gates 1 and 1b pass, so the concept is novel enough but drifts from the style, and the Gate 2 and 3 misses are not a one-off seed artifact. Adjusting ip_adapter_scale is the right lever."
wrong_48,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed while Gate 1 and 1b passed, so the concept is novel but drifts from the style and misses the briefed attributes. That is a systematic miss rather than a one-off seed artifact, so the critic sends back an adjusted ip_adapter_scale (raised, to pull it closer to the references). This is attempt 1 with 0 retries used, so the retry cap does not apply."
wrong_48,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (pass: false), while Gates 1 and 1b passed with a valid clone control. Attempt 0 has 2 retries left. Because the failures are systematic (attribute fidelity and briefed changes as well as integrity) rather than a one-seed integrity miss, the critic sends back an adjusted ip_adapter_scale. The orchestrator relays it to concept-designer."
wrong_49,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity (global floor), Gate 2 and Gate 3 all definitively failed, so this is a REJECT even though Gates 1 and 1b passed. This is attempt 1 with retries remaining, so the critic sends back a different ip_adapter_scale. Three gates failing together points to a systematic miss (too far from the references, with attributes and briefed changes not visible) rather than a one-off seed artifact."
wrong_49,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed (Gates 1 and 1b passed, and the clone control was valid), so this is a definite REJECT. Because the failure spans attribute fidelity and briefed changes rather than a lone integrity miss on one seed, the critic sends back a different ip_adapter_scale (retry 1 of 2) via the orchestrator to concept-designer."
wrong_49,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all failed (no unmeasured gates), so this is a definite REJECT with retries remaining (count 0 of 2). Failing three gates together looks like a systematic miss rather than a one-off sampling artifact, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator, not a new seed."
wrong_50,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 all definitely failed (Gates 1 and 1b passed with a valid clone control), so this is a REJECT, and at retry count 0 the critic sends it back for another attempt. The failures are a broad drift from the style's references and attributes, not an isolated integrity miss on one seed, so the critic adjusts ip_adapter_scale rather than the seed."
wrong_50,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"The integrity floor, Gate 2 and Gate 3 all definitely failed (pass: false), while Gates 1 and 1b passed and the clone control was valid. The concept is too far from the references and misses the briefed attributes, so this looks systematic rather than a one-off seed artifact. This is attempt 0 of a 2-retry cap, so the critic sends an adjusted ip_adapter_scale back to concept-designer via the orchestrator. The human visual check stays pending and cannot be waived."
wrong_50,N4_wrong_style,1,2,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitively failed, so the concept is a REJECT (Gates 1 and 1b passed and the clone control is valid). Retry count is 0 of 2, so the critic sends a different ip_adapter_scale back to concept-designer. The concept drifted from the style and missed attributes and briefed changes, which points to a scale problem rather than a one-off seed artifact."
wrong_51,N4_wrong_style,1,0,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity floor, Gate 2 and Gate 3 all definitely failed, so this is a REJECT. Gates 1 and 1b pass (the concept is not too close to the references), while the integrity floor, attribute fidelity and briefed changes all miss. That pattern means the image drifted from the style rather than hit a one-off sampling artifact, so I'm sending back an adjusted ip_adapter_scale. The retry count is 0 of 2, so the orchestrator relays it to concept-designer."
wrong_51,N4_wrong_style,1,1,true,REJECT,RETRY,concept-designer,ip_adapter_scale,REJECT,RETRY,concept-designer,ip_adapter_scale,true,true,true,true,"Integrity, Gate 2 and Gate 3 definitely failed (Gates 1 and 1b passed and the clone control is valid), so this is a REJECT with retries left (attempt 1 of 3). Because the failures are broad, with no closest-reference match, missing attributes and briefed changes not visible, rather than a lone integrity miss, this points to drift from the references rather than a one-off sampling artifact. The critic sends back an adjusted ip_adapter_scale (raised, to tie the image closer to the references), and the orchestrator relays it to concept-designer."
